month,state,handgun,long_gun,other,multiple,year
2,kansas,7694.0,6109.0,320.0,477,2015
2,kentucky,13909.0,9486.0,310.0,1042,2015
2,louisiana,13427.0,9717.0,631.0,643,2015
2,maine,2962.0,2545.0,169.0,145,2015
2,maryland,2815.0,4670.0,144.0,23,2015
2,massachusetts,4621.0,2174.0,295.0,129,2015
2,michigan,13093.0,9906.0,414.0,200,2015
2,minnesota,9846.0,9858.0,645.0,374,2015
2,mississippi,11559.0,6964.0,258.0,524,2015
2,missouri,26048.0,15858.0,1120.0,1346,2015
2,montana,3178.0,4248.0,131.0,314,2015
2,nebraska,133.0,2156.0,25.0,2,2015
2,nevada,5338.0,3100.0,229.0,271,2015
2,new_hampshire,4184.0,2529.0,109.0,3,2015
2,new_jersey,4101.0,3005.0,123.0,0,2015
2,new_mexico,6039.0,4625.0,342.0,447,2015
2,new_york,8512.0,13343.0,643.0,153,2015
2,north_carolina,1364.0,14638.0,772.0,396,2015
2,north_dakota,1862.0,2783.0,106.0,94,2015
2,ohio,34137.0,18836.0,1682.0,1595,2015
2,oklahoma,16251.0,10864.0,932.0,1241,2015
2,oregon,13230.0,10932.0,0.0,0,2015
2,pennsylvania,51886.0,8727.0,0.0,0,2015
2,rhode_island,922.0,635.0,59.0,136,2015
2,south_carolina,13831.0,7072.0,500.0,502,2015
2,south_dakota,3449.0,4167.0,173.0,211,2015
2,tennessee,27069.0,16763.0,0.0,1226,2015
2,texas,60204.0,39798.0,3091.0,3489,2015
2,utah,3668.0,4018.0,211.0,217,2015
2,vermont,1649.0,1421.0,83.0,65,2015
2,virginia,23999.0,15237.0,1040.0,0,2015
2,washington,15771.0,11434.0,1431.0,741,2015
2,west_virginia,9538.0,7719.0,262.0,721,2015
2,wisconsin,13332.0,12361.0,746.0,61,2015
2,wyoming,2131.0,2092.0,117.0,155,2015
1,alabama,16291.0,12944.0,849.0,739,2015
1,alaska,2439.0,2050.0,225.0,107,2015
1,arizona,10585.0,6808.0,723.0,510,2015
1,arkansas,5295.0,5760.0,202.0,319,2015
1,california,37560.0,23524.0,4060.0,0,2015
1,colorado,15739.0,11932.0,1031.0,897,2015
1,connecticut,9910.0,3891.0,211.0,0,2015
1,delaware,1910.0,1596.0,82.0,84,2015
1,florida,43909.0,21939.0,2433.0,1752,2015
1,georgia,13650.0,9280.0,404.0,578,2015
1,hawaii,0.0,0.0,0.0,0,2015
1,idaho,2568.0,3342.0,187.0,153,2015
1,illinois,20682.0,12203.0,0.0,818,2015
1,indiana,18433.0,11935.0,1081.0,597,2015
1,iowa,197.0,2486.0,44.0,9,2015
1,kansas,5724.0,5577.0,331.0,304,2015
1,kentucky,9629.0,7663.0,241.0,535,2015
1,louisiana,10760.0,10358.0,789.0,498,2015
1,maine,2617.0,2285.0,168.0,117,2015
1,maryland,2542.0,4795.0,108.0,12,2015
1,massachusetts,5139.0,2568.0,337.0,123,2015
1,michigan,9260.0,7923.0,436.0,191,2015
1,minnesota,8181.0,7949.0,604.0,324,2015
1,mississippi,6798.0,6220.0,261.0,314,2015
1,missouri,21243.0,13943.0,1185.0,900,2015
1,montana,2204.0,3380.0,114.0,180,2015
1,nebraska,169.0,2057.0,21.0,6,2015
1,nevada,3936.0,2553.0,219.0,241,2015
1,new_hampshire,4097.0,2652.0,118.0,0,2015
1,new_jersey,3854.0,3163.0,127.0,0,2015
1,new_mexico,4548.0,3689.0,353.0,388,2015
1,new_york,9002.0,12478.0,597.0,141,2015
1,north_carolina,1291.0,13043.0,641.0,213,2015
1,north_dakota,1672.0,2793.0,81.0,83,2015
1,ohio,26268.0,16186.0,1678.0,1164,2015
1,oklahoma,13234.0,9811.0,1006.0,832,2015
1,oregon,10601.0,8766.0,0.0,0,2015
1,pennsylvania,44966.0,7800.0,0.0,0,2015
1,rhode_island,886.0,622.0,63.0,140,2015
1,south_carolina,8767.0,6156.0,507.0,289,2015
1,south_dakota,2399.0,3631.0,188.0,147,2015
1,tennessee,22197.0,15007.0,0.0,970,2015
1,texas,44153.0,36397.0,2852.0,2306,2015
1,utah,2923.0,3317.0,198.0,135,2015
1,vermont,1171.0,1081.0,72.0,46,2015
1,virginia,21023.0,14433.0,844.0,0,2015
1,washington,13781.0,9419.0,1423.0,473,2015
1,west_virginia,6881.0,5876.0,289.0,406,2015
1,wisconsin,9703.0,9221.0,608.0,49,2015
1,wyoming,1646.0,1830.0,106.0,100,2015
12,alabama,23630.0,29449.0,773.0,1130,2014
12,alaska,4259.0,4189.0,305.0,202,2014
12,arizona,14200.0,11509.0,842.0,588,2014
12,arkansas,8260.0,14121.0,191.0,398,2014
12,california,66770.0,47409.0,6956.0,0,2014
12,colorado,20924.0,19494.0,1067.0,1185,2014
12,connecticut,11516.0,5542.0,257.0,0,2014
12,delaware,2320.0,3079.0,89.0,91,2014
12,florida,50412.0,37098.0,2500.0,1954,2014
12,georgia,19541.0,22872.0,539.0,786,2014
12,hawaii,0.0,0.0,0.0,0,2014
12,idaho,4260.0,6913.0,227.0,205,2014
12,illinois,24857.0,19709.0,0.0,1013,2014
12,indiana,23399.0,21186.0,1044.0,835,2014
12,iowa,260.0,5574.0,39.0,6,2014
12,kansas,7333.0,10739.0,363.0,438,2014
12,kentucky,14308.0,17629.0,308.0,720,2014
12,louisiana,15337.0,25507.0,740.0,808,2014
12,maine,3653.0,4701.0,223.0,162,2014
12,maryland,2839.0,8357.0,115.0,12,2014
12,massachusetts,5486.0,3263.0,383.0,183,2014
12,michigan,11860.0,15576.0,433.0,222,2014
12,minnesota,9357.0,13082.0,577.0,369,2014
12,mississippi,10726.0,17253.0,268.0,455,2014
12,missouri,27713.0,25507.0,1224.0,1155,2014
12,montana,3913.0,6802.0,109.0,273,2014
12,nebraska,184.0,4455.0,29.0,11,2014
12,nevada,5202.0,4356.0,285.0,298,2014
12,new_hampshire,5059.0,4122.0,100.0,2,2014
12,new_jersey,3796.0,4768.0,148.0,0,2014
12,new_mexico,6575.0,6721.0,383.0,331,2014
12,new_york,9349.0,21403.0,604.0,164,2014
12,north_carolina,1745.0,27082.0,658.0,230,2014
12,north_dakota,2020.0,4018.0,74.0,101,2014
12,ohio,35658.0,30752.0,1609.0,1436,2014
12,oklahoma,19055.0,20488.0,1054.0,1183,2014
12,oregon,14346.0,13994.0,0.0,0,2014
12,pennsylvania,61828.0,12737.0,0.0,0,2014
12,rhode_island,895.0,894.0,59.0,133,2014
12,south_carolina,11905.0,14320.0,477.0,408,2014
12,south_dakota,3098.0,5897.0,160.0,155,2014
12,tennessee,30117.0,30298.0,0.0,1404,2014
12,texas,66280.0,78321.0,3420.0,3302,2014
12,utah,4744.0,8018.0,206.0,238,2014
12,vermont,1306.0,1715.0,70.0,57,2014
12,virginia,24410.0,24225.0,1092.0,0,2014
12,washington,19476.0,15253.0,1647.0,657,2014
12,west_virginia,9844.0,12767.0,338.0,533,2014
12,wisconsin,12139.0,14806.0,574.0,43,2014
12,wyoming,2729.0,3383.0,111.0,118,2014
11,alabama,16301.0,22502.0,544.0,963,2014
11,alaska,3047.0,3798.0,257.0,214,2014
11,arizona,9974.0,9362.0,643.0,477,2014
11,arkansas,5277.0,12356.0,166.0,337,2014
11,california,43779.0,34964.0,4087.0,0,2014
11,colorado,15478.0,16152.0,847.0,1235,2014
11,connecticut,9106.0,4957.0,167.0,0,2014
11,delaware,1846.0,2649.0,78.0,55,2014
11,florida,39126.0,30723.0,1974.0,1805,2014
11,georgia,12951.0,16489.0,418.0,706,2014
11,hawaii,0.0,0.0,0.0,0,2014
11,idaho,2611.0,5013.0,168.0,163,2014
11,illinois,19282.0,18280.0,0.0,880,2014
11,indiana,16681.0,20381.0,824.0,690,2014
11,iowa,174.0,5018.0,19.0,4,2014
11,kansas,5428.0,9622.0,227.0,371,2014
11,kentucky,8807.0,15632.0,228.0,554,2014
11,louisiana,10660.0,19375.0,548.0,642,2014
11,maine,2356.0,4426.0,137.0,142,2014
11,maryland,2290.0,8896.0,84.0,13,2014
11,massachusetts,4698.0,3370.0,360.0,165,2014
11,michigan,8752.0,17256.0,281.0,189,2014
11,minnesota,6462.0,13470.0,405.0,311,2014
11,mississippi,6019.0,13482.0,207.0,349,2014
11,missouri,23419.0,26565.0,841.0,1120,2014
11,montana,2442.0,5296.0,92.0,209,2014
11,nebraska,135.0,3757.0,20.0,5,2014
11,nevada,3807.0,3308.0,230.0,236,2014
11,new_hampshire,3838.0,3784.0,72.0,1,2014
11,new_jersey,3141.0,4357.0,114.0,0,2014
11,new_mexico,4734.0,5370.0,261.0,260,2014
11,new_york,6959.0,22126.0,489.0,145,2014
11,north_carolina,1210.0,22312.0,483.0,226,2014
11,north_dakota,1447.0,4023.0,69.0,110,2014
11,ohio,26893.0,32001.0,1413.0,1294,2014
11,oklahoma,14060.0,17558.0,911.0,1011,2014
11,oregon,10465.0,11486.0,0.0,0,2014
11,pennsylvania,57010.0,13907.0,22.0,0,2014
11,rhode_island,836.0,796.0,48.0,132,2014
11,south_carolina,8668.0,10869.0,412.0,415,2014
11,south_dakota,2231.0,5750.0,115.0,150,2014
11,tennessee,21010.0,24913.0,0.0,1053,2014
11,texas,47340.0,58551.0,2544.0,2815,2014
11,utah,3189.0,5890.0,146.0,213,2014
11,vermont,932.0,1814.0,47.0,36,2014
11,virginia,19685.0,23164.0,898.0,0,2014
11,washington,16080.0,13996.0,1886.0,626,2014
11,west_virginia,6057.0,12780.0,181.0,456,2014
11,wisconsin,8645.0,16950.0,434.0,51,2014
11,wyoming,1675.0,2637.0,85.0,99,2014
10,alabama,13930.0,14643.0,507.0,811,2014
10,alaska,3997.0,4406.0,246.0,290,2014
10,arizona,9557.0,7966.0,577.0,517,2014
10,arkansas,5164.0,9255.0,138.0,356,2014
10,california,42829.0,30607.0,3536.0,0,2014
10,colorado,14704.0,14649.0,746.0,1065,2014
10,connecticut,8934.0,4654.0,119.0,0,2014
10,delaware,1562.0,1941.0,65.0,74,2014
10,florida,38428.0,23668.0,1904.0,1742,2014
10,georgia,11239.0,12696.0,337.0,609,2014
10,hawaii,0.0,0.0,0.0,0,2014
10,idaho,2351.0,5239.0,125.0,175,2014
10,illinois,17927.0,14023.0,0.0,778,2014
10,indiana,16054.0,15005.0,733.0,615,2014
10,iowa,176.0,3667.0,22.0,3,2014
10,kansas,4725.0,6092.0,248.0,299,2014
10,kentucky,8530.0,11463.0,211.0,654,2014
10,louisiana,9658.0,15343.0,519.0,670,2014
10,maine,2800.0,6552.0,117.0,180,2014
10,maryland,2410.0,5964.0,104.0,15,2014
10,massachusetts,4902.0,3343.0,272.0,174,2014
10,michigan,8642.0,13602.0,279.0,199,2014
10,minnesota,7461.0,17386.0,407.0,374,2014
10,mississippi,6024.0,8325.0,176.0,355,2014
10,missouri,18128.0,20255.0,834.0,1037,2014
10,montana,2651.0,6683.0,88.0,239,2014
10,nebraska,130.0,2698.0,13.0,3,2014
10,nevada,3830.0,2880.0,195.0,241,2014
10,new_hampshire,3975.0,4109.0,90.0,2,2014
10,new_jersey,3583.0,3736.0,116.0,0,2014
10,new_mexico,4910.0,4780.0,246.0,409,2014
10,new_york,8190.0,21900.0,392.0,152,2014
10,north_carolina,1155.0,15491.0,465.0,230,2014
10,north_dakota,1598.0,5306.0,62.0,98,2014
10,ohio,25552.0,22111.0,1495.0,1289,2014
10,oklahoma,12353.0,12430.0,717.0,931,2014
10,oregon,9939.0,10701.0,0.0,0,2014
10,pennsylvania,50150.0,10758.0,0.0,0,2014
10,rhode_island,907.0,806.0,55.0,110,2014
10,south_carolina,7251.0,7633.0,271.0,300,2014
10,south_dakota,2172.0,6508.0,122.0,151,2014
10,tennessee,19184.0,17453.0,0.0,893,2014
10,texas,39725.0,44864.0,2317.0,2636,2014
10,utah,2335.0,4064.0,83.0,155,2014
10,vermont,1130.0,1853.0,57.0,58,2014
10,virginia,18009.0,17273.0,934.0,0,2014
10,washington,13942.0,12017.0,1205.0,584,2014
10,west_virginia,6080.0,9459.0,178.0,485,2014
10,wisconsin,10459.0,16475.0,456.0,41,2014
10,wyoming,1597.0,2630.0,56.0,113,2014
9,alabama,12337.0,13130.0,456.0,721,2014
9,alaska,2416.0,3273.0,120.0,170,2014
9,arizona,8689.0,7451.0,606.0,520,2014
9,arkansas,4074.0,6480.0,115.0,349,2014
9,california,37720.0,28503.0,3278.0,0,2014
9,colorado,13033.0,12658.0,639.0,899,2014
9,connecticut,7785.0,3660.0,144.0,0,2014
9,delaware,1370.0,1688.0,45.0,58,2014
9,florida,37253.0,21661.0,1791.0,1722,2014
9,georgia,9973.0,9497.0,294.0,518,2014
9,hawaii,0.0,0.0,0.0,0,2014
9,idaho,2367.0,4956.0,69.0,174,2014
9,illinois,16060.0,12191.0,0.0,821,2014
9,indiana,13876.0,12326.0,647.0,615,2014
9,iowa,178.0,2660.0,23.0,4,2014
9,kansas,3935.0,5343.0,187.0,263,2014
9,kentucky,6912.0,8077.0,183.0,498,2014
9,louisiana,11352.0,16638.0,518.0,819,2014
9,maine,2440.0,4596.0,120.0,171,2014
9,maryland,2282.0,4797.0,87.0,13,2014
9,massachusetts,4098.0,2420.0,254.0,129,2014
9,michigan,7668.0,12051.0,242.0,179,2014
9,minnesota,6621.0,15768.0,375.0,303,2014
9,mississippi,7427.0,8847.0,190.0,426,2014
9,missouri,14837.0,14838.0,646.0,891,2014
9,montana,2562.0,5273.0,76.0,219,2014
9,nebraska,90.0,2156.0,13.0,6,2014
9,nevada,3517.0,2803.0,153.0,244,2014
9,new_hampshire,3466.0,3192.0,67.0,2,2014
9,new_jersey,3492.0,2854.0,124.0,0,2014
9,new_mexico,4080.0,4168.0,203.0,244,2014
9,new_york,7350.0,16835.0,455.0,125,2014
9,north_carolina,926.0,12314.0,364.0,202,2014
9,north_dakota,1389.0,3798.0,49.0,87,2014
9,ohio,20852.0,17783.0,912.0,1066,2014
9,oklahoma,10040.0,10567.0,573.0,877,2014
9,oregon,9089.0,10389.0,0.0,0,2014
9,pennsylvania,42506.0,8823.0,0.0,0,2014
9,rhode_island,779.0,627.0,49.0,105,2014
9,south_carolina,6192.0,6127.0,253.0,297,2014
9,south_dakota,2006.0,4479.0,109.0,156,2014
9,tennessee,16841.0,14442.0,0.0,805,2014
9,texas,34837.0,46899.0,1949.0,2376,2014
9,utah,2458.0,4059.0,90.0,144,2014
9,vermont,1033.0,1604.0,45.0,57,2014
9,virginia,16028.0,14835.0,754.0,0,2014
9,washington,11366.0,10589.0,919.0,532,2014
9,west_virginia,5203.0,7365.0,189.0,425,2014
9,wisconsin,9224.0,13579.0,412.0,31,2014
9,wyoming,1514.0,2483.0,53.0,97,2014
8,alabama,13082.0,11806.0,504.0,781,2014
8,alaska,2923.0,3852.0,143.0,231,2014
8,arizona,9189.0,7159.0,616.0,500,2014
8,arkansas,4075.0,5296.0,102.0,300,2014
8,california,38710.0,30590.0,3454.0,0,2014
8,colorado,14088.0,12531.0,639.0,908,2014
8,connecticut,6001.0,2553.0,77.0,0,2014
8,delaware,1427.0,1623.0,53.0,53,2014
8,florida,37260.0,19794.0,2009.0,1649,2014
8,georgia,10608.0,8358.0,291.0,502,2014
8,hawaii,0.0,0.0,0.0,0,2014
8,idaho,2298.0,3968.0,97.0,164,2014
8,illinois,16532.0,12191.0,0.0,716,2014
8,indiana,15459.0,12168.0,662.0,540,2014
8,iowa,117.0,2205.0,18.0,3,2014
8,kansas,3930.0,4968.0,201.0,304,2014
8,kentucky,7230.0,7382.0,155.0,558,2014
8,louisiana,10024.0,10791.0,575.0,589,2014
8,maine,2299.0,3387.0,113.0,137,2014
8,maryland,2393.0,4587.0,62.0,10,2014
8,massachusetts,4868.0,2726.0,320.0,181,2014
8,michigan,7886.0,9867.0,267.0,172,2014
8,minnesota,6595.0,11540.0,378.0,327,2014
8,mississippi,5690.0,6078.0,176.0,314,2014
8,missouri,17329.0,14418.0,677.0,1015,2014
8,montana,2712.0,4427.0,68.0,228,2014
8,nebraska,81.0,1878.0,8.0,4,2014
8,nevada,3749.0,2720.0,189.0,268,2014
8,new_hampshire,3616.0,3162.0,74.0,2,2014
8,new_jersey,3653.0,3035.0,140.0,0,2014
8,new_mexico,4498.0,3949.0,205.0,260,2014
8,new_york,7025.0,13388.0,415.0,124,2014
8,north_carolina,930.0,12038.0,448.0,246,2014
8,north_dakota,1353.0,2979.0,49.0,79,2014
8,ohio,20742.0,16787.0,939.0,1031,2014
8,oklahoma,10714.0,9635.0,600.0,878,2014
8,oregon,8476.0,8157.0,0.0,0,2014
8,pennsylvania,40384.0,8958.0,0.0,0,2014
8,rhode_island,790.0,683.0,37.0,100,2014
8,south_carolina,6621.0,5989.0,329.0,285,2014
8,south_dakota,1972.0,3693.0,72.0,136,2014
8,tennessee,17136.0,14233.0,0.0,862,2014
8,texas,38172.0,43507.0,2309.0,2337,2014
8,utah,2364.0,3132.0,87.0,123,2014
8,vermont,1020.0,1177.0,30.0,47,2014
8,virginia,16034.0,13675.0,792.0,0,2014
8,washington,11570.0,9239.0,867.0,488,2014
8,west_virginia,5236.0,5986.0,180.0,380,2014
8,wisconsin,8526.0,11849.0,388.0,35,2014
8,wyoming,1517.0,1964.0,46.0,83,2014
7,alabama,11554.0,9544.0,492.0,600,2014
7,alaska,2565.0,2564.0,109.0,130,2014
7,arizona,8216.0,5610.0,557.0,453,2014
7,arkansas,3668.0,3928.0,133.0,245,2014
7,california,34912.0,24482.0,3254.0,0,2014
7,colorado,13288.0,10489.0,627.0,788,2014
7,connecticut,4141.0,1489.0,92.0,0,2014
7,delaware,1301.0,1333.0,64.0,61,2014
7,florida,33878.0,17356.0,1737.0,1419,2014
7,georgia,8998.0,5971.0,261.0,428,2014
7,hawaii,0.0,0.0,0.0,0,2014
7,idaho,1970.0,2823.0,81.0,132,2014
7,illinois,15798.0,9607.0,0.0,687,2014
7,indiana,13475.0,9126.0,555.0,471,2014
7,iowa,119.0,1606.0,14.0,2,2014
7,kansas,3884.0,3623.0,201.0,211,2014
7,kentucky,6375.0,5428.0,151.0,484,2014
7,louisiana,7931.0,7199.0,489.0,427,2014
7,maine,1995.0,2381.0,101.0,124,2014
7,maryland,1953.0,3534.0,91.0,11,2014
7,massachusetts,3922.0,2154.0,292.0,118,2014
7,michigan,7133.0,6479.0,228.0,141,2014
7,minnesota,6012.0,7192.0,285.0,237,2014
7,mississippi,4733.0,3874.0,133.0,259,2014
7,missouri,12678.0,9729.0,570.0,682,2014
7,montana,2111.0,3279.0,73.0,182,2014
7,nebraska,75.0,1241.0,10.0,4,2014
7,nevada,3359.0,2279.0,209.0,214,2014
7,new_hampshire,3126.0,2456.0,61.0,0,2014
7,new_jersey,3989.0,2681.0,122.0,0,2014
7,new_mexico,3803.0,3193.0,230.0,249,2014
7,new_york,7428.0,9573.0,338.0,90,2014
7,north_carolina,787.0,8442.0,392.0,191,2014
7,north_dakota,1150.0,2145.0,48.0,73,2014
7,ohio,19770.0,14202.0,1000.0,875,2014
7,oklahoma,9523.0,7517.0,644.0,769,2014
7,oregon,7888.0,6998.0,0.0,0,2014
7,pennsylvania,34544.0,6543.0,0.0,0,2014
7,rhode_island,686.0,564.0,31.0,85,2014
7,south_carolina,5453.0,4095.0,294.0,271,2014
7,south_dakota,1816.0,2559.0,134.0,115,2014
7,tennessee,15442.0,10414.0,0.0,701,2014
7,texas,32736.0,28145.0,2088.0,2043,2014
7,utah,1990.0,2532.0,69.0,109,2014
7,vermont,916.0,888.0,34.0,30,2014
7,virginia,15727.0,11605.0,699.0,0,2014
7,washington,10715.0,7606.0,839.0,476,2014
7,west_virginia,4847.0,4587.0,163.0,325,2014
7,wisconsin,7883.0,7746.0,364.0,40,2014
7,wyoming,1425.0,1691.0,65.0,89,2014
6,alabama,11437.0,10279.0,417.0,568,2014
6,alaska,2627.0,2467.0,130.0,155,2014
6,arizona,8507.0,5496.0,590.0,456,2014
6,arkansas,3859.0,3788.0,98.0,231,2014
6,california,34232.0,24557.0,3818.0,0,2014
6,colorado,12549.0,9343.0,600.0,720,2014
6,connecticut,4293.0,1647.0,70.0,0,2014
6,delaware,1451.0,1146.0,62.0,63,2014
6,florida,33636.0,17047.0,1569.0,1403,2014
6,georgia,9625.0,6006.0,216.0,342,2014
6,hawaii,0.0,0.0,0.0,0,2014
6,idaho,2220.0,3190.0,105.0,128,2014
6,illinois,15406.0,8740.0,0.0,570,2014
6,indiana,13069.0,8702.0,530.0,415,2014
6,iowa,146.0,1614.0,18.0,4,2014
6,kansas,3682.0,3604.0,172.0,219,2014
6,kentucky,6061.0,5196.0,157.0,387,2014
6,louisiana,9220.0,6868.0,546.0,440,2014
6,maine,2065.0,2185.0,95.0,110,2014
6,maryland,2383.0,3641.0,91.0,15,2014
6,massachusetts,4060.0,2021.0,305.0,123,2014
6,michigan,7041.0,6044.0,242.0,139,2014
6,minnesota,6592.0,6796.0,288.0,273,2014
6,mississippi,4596.0,3664.0,138.0,235,2014
6,missouri,13225.0,9673.0,584.0,688,2014
6,montana,2469.0,3630.0,73.0,186,2014
6,nebraska,89.0,1144.0,4.0,3,2014
6,nevada,3695.0,2418.0,189.0,220,2014
6,new_hampshire,3214.0,2561.0,54.0,0,2014
6,new_jersey,4018.0,2493.0,138.0,0,2014
6,new_mexico,4237.0,3269.0,208.0,220,2014
6,new_york,6991.0,9201.0,343.0,123,2014
6,north_carolina,751.0,8702.0,360.0,198,2014
6,north_dakota,1191.0,2114.0,37.0,62,2014
6,ohio,18471.0,13177.0,947.0,840,2014
6,oklahoma,9705.0,7568.0,649.0,699,2014
6,oregon,8731.0,7689.0,0.0,0,2014
6,pennsylvania,33261.0,6077.0,0.0,0,2014
6,rhode_island,657.0,487.0,26.0,75,2014
6,south_carolina,5911.0,3745.0,260.0,215,2014
6,south_dakota,1794.0,2468.0,73.0,134,2014
6,tennessee,14563.0,10004.0,0.0,663,2014
6,texas,34426.0,27426.0,2067.0,1798,2014
6,utah,2182.0,2654.0,100.0,100,2014
6,vermont,867.0,787.0,48.0,32,2014
6,virginia,14711.0,11017.0,623.0,0,2014
6,washington,11690.0,8253.0,825.0,456,2014
6,west_virginia,4786.0,4290.0,148.0,305,2014
6,wisconsin,7922.0,7111.0,349.0,36,2014
6,wyoming,1503.0,1774.0,76.0,92,2014
5,alabama,12872.0,8807.0,502.0,620,2014
5,alaska,2990.0,3161.0,139.0,187,2014
5,arizona,9112.0,6065.0,582.0,435,2014
5,arkansas,3931.0,3869.0,102.0,252,2014
5,california,38192.0,26630.0,3879.0,0,2014
5,colorado,13775.0,10818.0,693.0,863,2014
5,connecticut,4837.0,1900.0,68.0,0,2014
5,delaware,1790.0,1671.0,61.0,56,2014
5,florida,35254.0,17504.0,1756.0,1518,2014
5,georgia,10127.0,6051.0,301.0,404,2014
5,hawaii,0.0,0.0,0.0,0,2014
5,idaho,2436.0,3399.0,91.0,151,2014
5,illinois,17848.0,9308.0,0.0,650,2014
5,indiana,15395.0,9454.0,677.0,597,2014
5,iowa,120.0,1659.0,19.0,6,2014
5,kansas,4155.0,3779.0,213.0,259,2014
5,kentucky,6668.0,5294.0,160.0,445,2014
5,louisiana,9196.0,6921.0,429.0,511,2014
5,maine,2546.0,2571.0,86.0,134,2014
5,maryland,2532.0,3877.0,69.0,15,2014
5,massachusetts,4713.0,2294.0,293.0,166,2014
5,michigan,8422.0,6988.0,299.0,160,2014
5,minnesota,7285.0,7633.0,332.0,295,2014
5,mississippi,5337.0,3706.0,146.0,245,2014
5,missouri,14385.0,9810.0,590.0,749,2014
5,montana,2516.0,3735.0,80.0,207,2014
5,nebraska,107.0,1323.0,12.0,1,2014
5,nevada,3740.0,2535.0,217.0,259,2014
5,new_hampshire,3831.0,2802.0,61.0,1,2014
5,new_jersey,4856.0,2871.0,181.0,0,2014
5,new_mexico,4577.0,3520.0,270.0,251,2014
5,new_york,8008.0,10682.0,444.0,111,2014
5,north_carolina,767.0,8557.0,394.0,216,2014
5,north_dakota,1496.0,2549.0,59.0,82,2014
5,ohio,21891.0,14553.0,1013.0,1030,2014
5,oklahoma,9927.0,7324.0,684.0,768,2014
5,oregon,9636.0,8199.0,0.0,0,2014
5,pennsylvania,38001.0,6871.0,0.0,0,2014
5,rhode_island,745.0,592.0,35.0,91,2014
5,south_carolina,6444.0,3875.0,310.0,220,2014
5,south_dakota,1992.0,2659.0,71.0,127,2014
5,tennessee,15607.0,10039.0,0.0,722,2014
5,texas,37264.0,29032.0,2209.0,2027,2014
5,utah,2454.0,2854.0,98.0,104,2014
5,vermont,977.0,1014.0,62.0,44,2014
5,virginia,15597.0,11102.0,686.0,0,2014
5,washington,12517.0,8554.0,907.0,471,2014
5,west_virginia,5563.0,4878.0,186.0,395,2014
5,wisconsin,9269.0,8182.0,415.0,50,2014
5,wyoming,1732.0,1972.0,68.0,112,2014
4,alabama,13842.0,10285.0,571.0,628,2014
4,alaska,3293.0,3805.0,246.0,204,2014
4,arizona,10229.0,6786.0,644.0,493,2014
4,arkansas,4509.0,4705.0,137.0,270,2014
4,california,40847.0,29602.0,4030.0,0,2014
4,colorado,14888.0,11741.0,793.0,847,2014
4,connecticut,4885.0,2714.0,75.0,0,2014
4,delaware,1449.0,957.0,62.0,63,2014
4,florida,37470.0,19213.0,1728.0,1476,2014
4,georgia,10794.0,6894.0,318.0,368,2014
4,hawaii,0.0,0.0,0.0,0,2014
4,idaho,2524.0,3506.0,103.0,136,2014
4,illinois,21131.0,11333.0,0.0,726,2014
4,indiana,16956.0,11235.0,801.0,571,2014
4,iowa,183.0,2379.0,17.0,4,2014
4,kansas,4961.0,4849.0,290.0,255,2014
4,kentucky,7460.0,6916.0,148.0,439,2014
4,louisiana,9614.0,7205.0,510.0,464,2014
4,maine,3028.0,3280.0,117.0,151,2014
4,maryland,4065.0,4397.0,51.0,11,2014
4,massachusetts,5277.0,2791.0,434.0,178,2014
4,michigan,10199.0,8974.0,324.0,191,2014
4,minnesota,9635.0,11501.0,422.0,371,2014
4,mississippi,5471.0,4232.0,177.0,284,2014
4,missouri,16394.0,13060.0,697.0,831,2014
4,montana,2846.0,4260.0,104.0,248,2014
4,nebraska,114.0,1530.0,20.0,4,2014
4,nevada,4030.0,2969.0,223.0,205,2014
4,new_hampshire,4324.0,3113.0,93.0,3,2014
4,new_jersey,5108.0,3208.0,156.0,0,2014
4,new_mexico,4751.0,3793.0,258.0,211,2014
4,new_york,8812.0,14214.0,682.0,159,2014
4,north_carolina,899.0,9966.0,496.0,157,2014
4,north_dakota,1931.0,3158.0,62.0,106,2014
4,ohio,26196.0,18183.0,1228.0,1161,2014
4,oklahoma,11910.0,9474.0,827.0,786,2014
4,oregon,10106.0,9347.0,0.0,0,2014
4,pennsylvania,44546.0,7942.0,0.0,0,2014
4,rhode_island,846.0,664.0,46.0,98,2014
4,south_carolina,7753.0,4816.0,372.0,253,2014
4,south_dakota,2219.0,3235.0,89.0,177,2014
4,tennessee,16972.0,11316.0,0.0,670,2014
4,texas,38657.0,30379.0,2127.0,2072,2014
4,utah,2560.0,3154.0,110.0,134,2014
4,vermont,1485.0,1527.0,62.0,39,2014
4,virginia,17184.0,13113.0,740.0,0,2014
4,washington,13876.0,9961.0,1074.0,492,2014
4,west_virginia,6345.0,6087.0,198.0,398,2014
4,wisconsin,12764.0,12744.0,510.0,39,2014
4,wyoming,2005.0,2209.0,77.0,112,2014
3,alabama,17289.0,13141.0,691.0,762,2014
3,alaska,2886.0,3330.0,209.0,181,2014
3,arizona,12720.0,8253.0,629.0,593,2014
3,arkansas,6054.0,5924.0,135.0,421,2014
3,california,45089.0,34352.0,4833.0,0,2014
3,colorado,18478.0,13652.0,766.0,985,2014
3,connecticut,6563.0,12310.0,171.0,0,2014
3,delaware,1809.0,1219.0,70.0,90,2014
3,florida,42745.0,23125.0,1819.0,1602,2014
